task_type,has_bug_fixing,has_code_refactoring,loc,files_touched,author,committer,authored_at,commited_at,commit_time_in_day,author_experience,committer_experience,code_quality,contribution_complexity,communication,total_nloc,avg_nloc,avg_ccn,avg_token,fun_cnt,warning_cnt,fun_rate,nloc_rate,duration
8,0,0,7,1,34,34,2010-12-22 18:08:49,2010-12-22 18:08:49,4,0,0,0.7138157894736843,1.0,0,6475,12.7,2.6,87.2,390,4,0.01,0.1,0.0
8,0,0,14,1,55,55,2010-12-22 19:39:25,2010-12-22 19:39:25,4,0,0,0.7147540983606557,1.0,0,6475,12.7,2.6,87.2,390,4,0.01,0.1,0.0
8,0,0,1,1,30,30,2011-01-14 21:35:29,2011-01-14 21:36:11,4,0,0,0.7156862745098039,1.0,0,6475,12.7,2.6,87.2,390,4,0.01,0.1,0.0116666666666666
8,0,0,2,1,36,36,2011-01-23 16:51:36,2011-01-23 16:52:56,3,0,0,0.7166123778501629,1.0,0,6475,12.7,2.6,87.2,390,4,0.01,0.1,0.0222222222222222
2,1,0,1,1,55,55,2011-01-25 11:47:10,2011-01-25 11:47:10,2,1,1,0.7142857142857143,1.0,0,6475,12.7,2.6,87.2,390,4,0.01,0.1,0.0
2,1,0,6,1,41,41,2011-02-26 09:43:56,2011-02-26 09:43:56,2,6,6,0.7119741100323624,1.0,0,6481,12.7,2.6,87.2,390,4,0.01,0.1,0.0
8,0,0,7,1,41,41,2011-02-26 10:31:33,2011-02-26 10:31:33,2,6,6,0.7129032258064516,1.0,0,6484,12.7,2.6,87.2,390,4,0.01,0.1,0.0
2,1,0,3,1,41,41,2011-02-26 11:28:19,2011-02-26 11:28:19,2,6,6,0.7106109324758842,1.0,0,6485,12.7,2.6,87.3,390,4,0.01,0.1,0.0
1,0,0,15,3,41,41,2011-02-26 16:23:41,2011-02-26 16:23:41,3,6,6,0.7115384615384616,1.0,0,6490,12.7,2.6,87.1,391,4,0.01,0.1,0.0
8,0,0,3,1,41,41,2011-02-26 19:59:10,2011-02-26 19:59:10,4,6,6,0.7124600638977636,1.0,0,6490,12.7,2.6,87.1,391,4,0.01,0.1,0.0
2,1,0,4,1,36,36,2011-03-13 16:50:11,2011-03-13 16:50:11,3,0,0,0.7101910828025477,1.0,0,6490,12.7,2.6,87.1,391,4,0.01,0.1,0.0
2,1,0,5,1,36,36,2011-04-03 09:31:34,2011-04-03 09:31:34,2,0,0,0.7079365079365079,1.0,0,6490,12.7,2.6,87.1,391,4,0.01,0.1,0.0
8,0,0,1,1,53,53,2011-04-16 09:59:41,2011-04-16 09:59:41,2,0,0,0.7088607594936709,1.0,0,6494,12.7,2.6,87.2,391,4,0.01,0.1,0.0
8,0,0,18,2,36,36,2011-04-16 10:23:59,2011-04-16 10:23:59,2,0,0,0.7097791798107256,1.0,0,6491,12.7,2.6,87.1,391,4,0.01,0.1,0.0
2,1,0,13,1,36,36,2011-04-16 11:29:37,2011-04-16 11:29:37,2,0,0,0.7075471698113207,1.0,0,6497,12.7,2.6,87.2,391,4,0.01,0.1,0.0
8,0,0,9,5,19,19,2011-05-08 07:44:44,2011-05-08 07:44:44,2,5,5,0.7084639498432601,1.0,0,6497,12.7,2.6,87.2,391,4,0.01,0.1,0.0
8,0,0,2,1,52,52,2011-05-31 23:08:58,2011-05-31 23:09:29,4,0,0,0.709375,1.0,0,6497,12.7,2.6,87.2,391,4,0.01,0.1,0.0086111111111111
8,0,0,3,1,25,25,2011-06-15 10:40:00,2011-06-15 10:40:00,2,6,6,0.7102803738317758,1.0,0,6497,12.7,2.6,87.2,391,4,0.01,0.1,0.0
2,1,0,2,1,25,25,2011-06-17 08:40:49,2011-06-17 08:41:13,2,6,6,0.7080745341614907,1.0,0,6497,12.7,2.6,87.2,391,4,0.01,0.1,0.0066666666666666
8,0,0,32,5,19,19,2011-07-05 13:01:37,2011-07-05 13:01:37,3,5,5,0.7089783281733746,1.0,0,6497,12.7,2.6,87.2,391,4,0.01,0.1,0.0
8,0,0,32,5,19,19,2011-07-06 08:57:39,2011-07-06 08:57:39,2,5,5,0.7098765432098766,1.0,0,6497,12.7,2.6,87.2,391,4,0.01,0.1,0.0
8,0,0,274,13,25,25,2011-07-29 12:10:13,2011-07-29 12:10:13,3,6,6,0.7107692307692308,2.0,0,6497,12.7,2.6,87.1,391,4,0.01,0.1,0.0
8,0,0,24,1,53,53,2011-08-02 08:30:53,2011-08-02 08:30:53,2,0,0,0.7116564417177914,1.0,0,6497,12.7,2.6,87.1,391,4,0.01,0.1,0.0
8,0,0,24,1,53,21,2011-08-02 08:30:53,2011-08-03 18:13:53,4,0,0,0.7125382262996942,1.0,1,6497,12.7,2.6,87.1,391,4,0.01,0.1,33.71666666666667
8,0,0,1,1,19,19,2011-08-15 13:11:51,2011-08-15 13:11:51,3,5,5,0.7134146341463414,1.0,0,6497,12.7,2.6,87.2,391,4,0.01,0.1,0.0
8,0,0,1,1,19,19,2011-08-16 13:22:35,2011-08-16 13:22:35,3,5,5,0.7142857142857143,1.0,0,6497,12.7,2.6,87.1,391,4,0.01,0.1,0.0
8,0,0,8,5,19,19,2011-08-24 06:55:29,2011-08-24 06:55:29,2,5,5,0.7151515151515151,1.0,0,6497,12.7,2.6,87.1,391,4,0.01,0.1,0.0
8,0,0,16,3,41,43,2011-09-20 11:20:06,2011-09-20 11:20:06,2,6,0,0.7160120845921449,1.0,1,6488,12.7,2.6,86.7,391,4,0.01,0.1,0.0
2,1,0,11,2,41,41,2011-09-21 05:35:19,2011-09-21 05:35:19,1,6,6,0.713855421686747,1.0,0,6482,12.6,2.6,86.5,391,4,0.01,0.1,0.0
8,0,0,2,1,41,41,2011-09-21 13:16:02,2011-09-21 13:16:02,3,6,6,0.7147147147147147,1.0,0,6482,12.6,2.6,86.5,391,4,0.01,0.1,0.0
8,0,0,14,1,41,41,2011-09-21 13:17:54,2011-09-21 13:17:54,3,6,6,0.715568862275449,1.0,0,6482,12.6,2.6,86.5,391,4,0.01,0.1,0.0
3,0,1,8,1,41,41,2011-09-21 15:08:33,2011-09-21 15:08:33,3,6,6,0.7164179104477613,1.0,0,6476,12.6,2.6,86.5,391,4,0.01,0.1,0.0
3,0,1,77,2,41,41,2011-09-21 15:20:54,2011-09-21 15:20:54,3,6,6,0.7172619047619048,2.0,0,6426,12.5,2.6,86.0,390,4,0.01,0.1,0.0
3,0,1,160,2,41,41,2011-09-21 16:53:41,2011-09-21 16:53:41,3,6,6,0.7181008902077151,2.0,0,6423,12.6,2.5,85.9,389,4,0.01,0.1,0.0
3,0,1,1,1,41,41,2011-09-21 17:35:43,2011-09-21 17:35:43,3,6,6,0.7189349112426036,1.0,0,6422,12.6,2.5,85.9,389,4,0.01,0.1,0.0
8,0,0,13,2,41,41,2011-09-21 17:39:40,2011-09-21 17:39:40,3,6,6,0.71976401179941,1.0,0,6411,12.6,2.5,86.2,387,4,0.01,0.1,0.0
3,0,1,20,2,41,41,2011-09-21 17:48:31,2011-09-21 17:48:31,3,6,6,0.7205882352941176,1.0,0,6399,12.6,2.5,86.3,386,4,0.01,0.1,0.0
8,0,0,19,1,41,41,2011-09-22 05:36:21,2011-09-22 05:36:21,1,6,6,0.7214076246334311,1.0,0,6385,12.6,2.5,86.1,386,4,0.01,0.1,0.0
4,0,0,17,1,41,41,2011-09-22 09:15:16,2011-09-22 09:15:16,2,6,6,0.7222222222222222,1.0,0,6387,12.6,2.5,86.1,386,4,0.01,0.1,0.0
2,1,0,1,1,41,41,2011-09-24 10:25:47,2011-09-24 10:25:47,2,6,6,0.7201166180758017,1.0,0,6388,12.6,2.5,86.1,386,4,0.01,0.1,0.0
8,0,0,3,1,41,41,2011-09-27 07:57:44,2011-09-27 07:57:44,2,6,6,0.7209302325581395,1.0,0,6389,12.6,2.5,86.1,386,4,0.01,0.1,0.0
7,0,0,2,1,23,23,2011-09-28 10:23:27,2011-09-28 10:23:27,2,1,1,0.7217391304347827,1.0,0,6389,12.6,2.5,86.1,386,4,0.01,0.1,0.0
2,1,0,100,4,41,41,2011-09-28 10:49:33,2011-09-28 10:49:33,2,6,6,0.7196531791907514,1.0,0,6325,12.5,2.5,85.6,384,4,0.01,0.1,0.0
8,0,0,6,1,41,41,2011-09-28 10:58:31,2011-09-28 10:58:31,2,6,6,0.7204610951008645,1.0,0,6325,12.5,2.5,85.6,384,4,0.01,0.1,0.0
2,1,0,160,11,41,41,2011-09-29 07:18:05,2011-09-29 07:18:05,2,6,6,0.7183908045977012,1.0,0,6359,12.4,2.5,85.2,388,4,0.01,0.1,0.0
7,0,0,58,1,56,56,2011-09-29 09:00:19,2011-09-29 09:00:19,2,2,2,0.7191977077363897,2.0,0,6359,12.4,2.5,85.2,388,4,0.01,0.1,0.0
1,0,0,2,1,56,56,2011-09-29 09:00:48,2011-09-29 09:00:48,2,2,2,0.72,1.0,0,6359,12.4,2.5,85.2,388,4,0.01,0.1,0.0
2,1,0,1,1,41,41,2011-09-29 09:11:54,2011-09-29 09:11:54,2,6,6,0.717948717948718,1.0,0,6360,12.4,2.5,85.3,388,4,0.01,0.1,0.0
8,0,0,2,1,56,56,2011-09-29 09:50:42,2011-09-29 09:51:17,2,2,2,0.71875,1.0,0,6360,12.4,2.5,85.3,388,4,0.01,0.1,0.0097222222222222
2,1,0,208,2,41,41,2011-10-03 08:09:44,2011-10-03 08:09:44,2,6,6,0.71671388101983,2.0,0,6506,12.7,2.6,88.0,390,5,0.01,0.12,0.0
3,0,1,10,1,41,41,2011-10-03 08:53:59,2011-10-03 08:53:59,2,6,6,0.7175141242937852,1.0,0,6506,12.7,2.6,88.0,390,5,0.01,0.12,0.0
3,0,1,27,1,41,41,2011-10-03 09:00:11,2011-10-03 09:00:11,2,6,6,0.7183098591549295,1.0,0,6505,12.7,2.6,88.0,390,5,0.01,0.12,0.0
2,1,0,11,1,41,41,2011-10-03 15:43:06,2011-10-03 15:43:06,3,6,6,0.7162921348314606,1.0,0,6505,12.7,2.6,87.9,390,5,0.01,0.12,0.0
8,0,0,36,4,41,41,2011-10-03 15:52:47,2011-10-03 15:52:47,3,6,6,0.7170868347338936,1.0,0,6505,12.7,2.6,87.9,390,5,0.01,0.12,0.0
8,0,0,173,2,41,41,2011-10-03 16:24:53,2011-10-03 16:24:53,3,6,6,0.717877094972067,2.0,0,6373,12.4,2.5,85.2,389,4,0.01,0.1,0.0
3,0,1,23,3,30,30,2011-10-04 12:25:18,2011-10-04 21:38:10,4,0,0,0.7186629526462396,1.0,0,6373,12.4,2.5,85.2,389,4,0.01,0.1,9.214444444444444
8,0,0,27,4,41,41,2011-10-08 08:20:12,2011-10-08 08:20:12,2,6,6,0.7194444444444444,1.0,0,6373,12.4,2.5,85.2,389,4,0.01,0.1,0.0
2,1,0,4,1,56,56,2011-10-10 13:42:43,2011-10-10 13:42:43,3,2,2,0.7174515235457064,1.0,0,6373,12.4,2.5,85.2,389,4,0.01,0.1,0.0
8,0,0,4,2,19,19,2011-10-20 07:33:31,2011-10-20 07:33:31,2,5,5,0.718232044198895,1.0,0,6373,12.4,2.5,85.2,389,4,0.01,0.1,0.0
2,1,0,1,1,14,14,2011-10-31 11:53:26,2011-10-31 11:54:07,2,0,0,0.7162534435261708,1.0,0,6374,12.4,2.5,85.0,390,4,0.01,0.1,0.0113888888888888
2,1,0,1,1,14,14,2011-11-04 19:47:25,2011-11-04 19:47:25,4,0,0,0.7142857142857143,1.0,0,6373,12.4,2.5,85.2,389,4,0.01,0.1,0.0
8,0,0,1,1,45,45,2011-11-22 21:48:47,2011-11-22 21:48:47,4,4,4,0.715068493150685,1.0,0,6373,12.4,2.5,85.2,389,4,0.01,0.1,0.0
8,0,0,2,1,19,19,2011-12-19 14:37:43,2011-12-19 14:37:43,3,5,5,0.7158469945355191,1.0,0,6373,12.4,2.5,85.2,389,4,0.01,0.1,0.0
8,0,0,4,1,19,19,2011-12-20 15:27:23,2011-12-20 15:27:23,3,5,5,0.7166212534059946,1.0,0,6373,12.4,2.5,85.2,389,4,0.01,0.1,0.0
2,1,0,2,1,1,1,2012-02-03 17:15:57,2012-02-03 17:16:21,3,0,0,0.7146739130434783,1.0,0,6373,12.4,2.5,85.2,389,4,0.01,0.1,0.0066666666666666
8,0,0,271,10,52,52,2012-02-10 17:39:46,2012-02-10 19:18:26,4,1,1,0.7154471544715447,2.0,0,6354,12.4,2.5,85.3,389,4,0.01,0.1,1.6444444444444444
8,0,0,115,7,52,52,2012-02-11 10:45:18,2012-02-11 10:46:17,2,1,1,0.7162162162162162,2.0,0,6387,12.4,2.5,84.7,392,4,0.01,0.1,0.0163888888888888
8,0,0,10,2,52,52,2012-02-11 10:50:12,2012-02-11 10:50:12,2,1,1,0.7169811320754718,1.0,0,6387,12.4,2.5,84.7,392,4,0.01,0.1,0.0
8,0,0,5,1,52,52,2012-02-11 10:51:59,2012-02-11 10:51:59,2,1,1,0.717741935483871,1.0,0,6386,12.4,2.5,84.7,392,4,0.01,0.1,0.0
8,0,0,2,1,36,36,2012-02-11 10:57:25,2012-02-11 10:57:25,2,1,1,0.7184986595174263,1.0,0,6373,12.4,2.5,85.2,389,4,0.01,0.1,0.0
8,0,0,248,11,52,52,2012-02-11 15:50:09,2012-02-11 15:50:09,3,1,1,0.7192513368983957,2.0,0,6412,12.2,2.5,83.6,397,4,0.01,0.1,0.0
8,0,0,15,1,52,52,2012-02-11 16:32:58,2012-02-11 16:32:58,3,1,1,0.72,1.0,0,6425,12.2,2.5,83.8,397,4,0.01,0.1,0.0
8,0,0,19,2,52,52,2012-02-11 16:41:11,2012-02-11 16:41:11,3,1,1,0.7207446808510638,1.0,0,6440,12.3,2.5,83.8,398,4,0.01,0.1,0.0
8,0,0,122,3,52,52,2012-02-11 17:37:40,2012-02-11 18:08:48,4,1,1,0.7214854111405835,2.0,0,6463,12.3,2.5,84.3,398,5,0.01,0.11,0.5188888888888888
1,0,0,2,2,52,52,2012-02-11 18:41:54,2012-02-11 18:41:54,4,1,1,0.7222222222222222,1.0,0,6465,12.3,2.5,84.3,398,5,0.01,0.11,0.0
8,0,0,20,1,52,52,2012-02-11 18:54:28,2012-02-11 18:54:28,4,1,1,0.7229551451187335,1.0,0,6470,12.3,2.5,84.4,398,5,0.01,0.11,0.0
8,0,0,8,1,52,52,2012-02-11 19:06:42,2012-02-11 19:06:42,4,1,1,0.7236842105263157,1.0,0,6470,12.3,2.5,84.4,398,5,0.01,0.11,0.0
8,0,0,4,1,36,36,2012-04-01 09:42:52,2012-04-01 09:42:52,2,1,1,0.7244094488188977,1.0,0,6468,12.3,2.5,84.3,398,5,0.01,0.11,0.0
8,0,0,1,1,36,36,2012-04-01 15:05:55,2012-04-01 15:05:55,3,1,1,0.7251308900523561,1.0,0,6465,12.3,2.5,84.2,398,5,0.01,0.11,0.0
1,0,0,2,1,44,44,2012-04-06 19:30:27,2012-04-06 19:30:27,4,0,0,0.7258485639686685,1.0,0,6472,12.3,2.5,84.0,399,5,0.01,0.11,0.0
8,0,0,4,2,19,19,2012-07-24 17:27:13,2012-07-24 17:27:13,3,6,6,0.7265625,1.0,0,6472,12.3,2.5,84.0,399,5,0.01,0.11,0.0
2,1,0,2,1,52,52,2012-08-15 12:01:48,2012-08-15 12:07:52,3,1,1,0.7246753246753247,1.0,0,6472,12.3,2.5,84.1,399,5,0.01,0.11,0.1011111111111111
8,0,0,9,1,52,52,2012-08-15 12:15:23,2012-08-15 12:15:23,3,1,1,0.7253886010362695,1.0,0,6471,12.3,2.5,84.1,399,5,0.01,0.11,0.0
2,0,0,5,1,16,16,2012-08-18 09:10:10,2012-08-18 09:10:10,2,0,0,0.7235142118863049,1.0,0,6472,12.3,2.5,84.1,399,5,0.01,0.11,0.0
1,1,0,2,1,52,52,2012-08-14 22:12:42,2012-08-19 16:37:03,3,1,1,0.7216494845360825,1.0,0,6474,12.3,2.5,84.1,399,5,0.01,0.11,114.40583333333332
2,1,0,4,2,25,25,2012-09-24 13:55:43,2012-09-24 13:55:43,3,7,7,0.7197943444730077,1.0,0,6474,12.3,2.5,84.1,399,5,0.01,0.11,0.0
2,1,0,41,1,33,33,2012-09-30 10:08:53,2012-09-30 10:08:53,2,0,0,0.717948717948718,2.0,0,6474,12.3,2.5,84.1,399,5,0.01,0.11,0.0
1,0,0,4,1,32,32,2012-10-12 02:08:55,2012-10-12 02:08:55,1,0,0,0.7186700767263428,1.0,0,6471,12.3,2.5,84.1,399,5,0.01,0.11,0.0
1,0,0,4,1,32,25,2012-10-12 02:08:55,2012-10-12 18:03:38,4,0,7,0.7193877551020409,1.0,1,6474,12.3,2.5,84.1,399,5,0.01,0.11,15.911944444444444
2,1,0,2,1,39,39,2012-10-13 01:04:17,2012-10-13 01:04:17,1,0,0,0.7175572519083969,1.0,0,6471,12.3,2.5,84.1,399,5,0.01,0.11,0.0
2,1,0,2,1,10,10,2012-10-13 07:37:00,2012-10-13 07:37:00,2,1,1,0.7157360406091371,1.0,0,6474,12.3,2.5,84.1,399,5,0.01,0.11,0.0
8,0,0,2,1,25,25,2012-12-13 12:58:36,2012-12-13 12:58:36,3,7,7,0.7164556962025317,1.0,0,6474,12.3,2.5,84.1,399,5,0.01,0.11,0.0
2,1,0,22,9,18,18,2012-12-17 15:13:28,2012-12-18 14:35:45,3,0,0,0.7146464646464646,1.0,0,6474,12.3,2.5,84.1,399,5,0.01,0.11,23.371388888888887
8,0,0,12,5,19,19,2012-12-23 06:58:06,2012-12-23 06:58:06,2,6,6,0.7153652392947103,1.0,0,6474,12.3,2.5,84.1,399,5,0.01,0.11,0.0
8,0,0,10,5,19,19,2012-12-24 08:02:30,2012-12-24 08:02:30,2,6,6,0.7160804020100502,1.0,0,6474,12.3,2.5,84.1,399,5,0.01,0.11,0.0
1,0,0,18,2,53,53,2012-12-28 11:53:09,2012-12-28 13:30:43,3,1,1,0.7167919799498748,1.0,0,6474,12.3,2.5,84.1,399,5,0.01,0.11,1.626111111111111
3,0,1,12,2,53,53,2013-01-11 22:31:22,2013-01-11 22:31:22,4,2,2,0.7175,1.0,0,6474,12.3,2.5,84.1,399,5,0.01,0.11,0.0
8,0,0,6,1,25,25,2013-01-31 22:11:14,2013-01-31 22:11:14,4,8,8,0.7182044887780549,1.0,0,6480,12.3,2.5,84.3,399,5,0.01,0.11,0.0
8,0,0,12,5,19,19,2013-02-05 15:54:06,2013-02-05 15:54:06,3,7,7,0.7189054726368159,1.0,0,6480,12.3,2.5,84.3,399,5,0.01,0.11,0.0
8,0,0,12,5,19,19,2013-02-05 20:29:49,2013-02-05 20:29:49,4,7,7,0.7196029776674938,1.0,0,6480,12.3,2.5,84.3,399,5,0.01,0.11,0.0
8,0,0,2,1,19,19,2013-03-08 12:58:38,2013-03-08 12:58:38,3,7,7,0.7202970297029703,1.0,0,6480,12.3,2.5,84.3,399,5,0.01,0.11,0.0
8,0,0,2,1,19,19,2013-03-11 07:36:32,2013-03-11 07:36:32,2,7,7,0.7209876543209877,1.0,0,6480,12.3,2.5,84.3,399,5,0.01,0.11,0.0
8,0,0,11,5,19,19,2013-03-21 07:38:19,2013-03-21 07:38:19,2,7,7,0.7216748768472907,1.0,0,6480,12.3,2.5,84.3,399,5,0.01,0.11,0.0
3,0,1,4,1,25,25,2013-04-12 05:39:34,2013-04-12 05:39:34,1,8,8,0.7223587223587223,1.0,0,6480,12.3,2.5,84.3,399,5,0.01,0.11,0.0
6,0,0,11,1,56,56,2013-05-26 19:05:29,2013-05-26 19:05:29,4,3,3,0.7230392156862745,1.0,0,6480,12.3,2.5,84.3,399,5,0.01,0.11,0.0
2,1,0,4,1,17,17,2013-05-30 15:49:00,2013-05-30 15:50:07,3,1,1,0.7212713936430317,1.0,0,6480,12.3,2.5,84.3,399,5,0.01,0.11,0.0186111111111111
8,0,0,24,6,25,25,2013-06-14 07:49:58,2013-06-14 07:49:58,2,8,8,0.7219512195121951,1.0,0,6480,12.3,2.5,84.3,399,5,0.01,0.11,0.0
8,0,0,8,2,25,25,2013-07-15 05:54:15,2013-07-15 05:54:15,1,8,8,0.7226277372262774,1.0,0,6480,12.3,2.5,84.3,399,5,0.01,0.11,0.0
8,0,0,12,2,28,28,2013-07-21 16:14:10,2013-07-21 16:14:10,3,0,0,0.7233009708737864,1.0,0,6480,12.3,2.5,84.3,399,5,0.01,0.11,0.0
8,0,0,1,1,19,19,2013-08-04 04:27:19,2013-08-04 04:27:19,1,7,7,0.7239709443099274,1.0,0,6480,12.3,2.5,84.3,399,5,0.01,0.11,0.0
1,0,0,16,16,57,57,2013-11-05 21:40:42,2013-11-05 23:24:47,4,0,0,0.7246376811594203,1.0,0,6464,12.3,2.5,84.3,399,5,0.01,0.11,1.7347222222222225
2,1,0,2,1,45,45,2014-01-04 22:24:23,2014-01-04 22:24:23,4,5,5,0.7228915662650602,1.0,0,6480,12.3,2.5,84.3,399,5,0.01,0.11,0.0
2,1,0,2,1,45,45,2014-01-04 22:24:23,2014-01-04 22:26:28,4,5,5,0.7211538461538461,1.0,0,6464,12.3,2.5,84.3,399,5,0.01,0.11,0.0347222222222222
8,0,0,2,1,52,52,2014-02-03 21:02:48,2014-02-03 21:03:20,4,2,2,0.7218225419664268,1.0,0,6463,12.3,2.5,84.3,399,5,0.01,0.11,0.0088888888888888
8,0,0,2,1,25,25,2014-04-20 05:20:46,2014-04-20 05:20:46,1,9,9,0.722488038277512,1.0,0,6463,12.3,2.5,84.4,399,5,0.01,0.11,0.0
8,0,0,2,1,19,19,2014-11-16 07:11:32,2014-11-16 07:11:32,2,8,8,0.7231503579952268,1.0,0,6463,12.3,2.5,84.4,399,5,0.01,0.11,0.0
2,1,0,7,1,15,15,2014-12-14 23:45:41,2014-12-14 23:45:41,4,0,0,0.7214285714285714,1.0,0,6468,12.3,2.5,84.4,399,5,0.01,0.11,0.0
2,1,0,17,2,15,15,2014-12-14 23:48:48,2014-12-14 23:48:48,4,0,0,0.7197149643705463,1.0,0,6480,12.3,2.5,84.5,400,5,0.01,0.11,0.0
8,0,0,0,6,9,9,2019-03-23 16:43:38,2019-03-23 16:46:07,3,0,0,0.7203791469194313,2.0,0,6480,12.3,2.5,84.5,400,5,0.01,0.11,0.0413888888888888
8,0,0,14,139,9,9,2019-03-23 16:46:18,2019-03-23 16:46:18,3,0,0,0.7210401891252955,3.0,0,6480,12.3,2.5,84.5,400,5,0.01,0.11,0.0
8,0,0,33,4,9,9,2019-03-23 17:59:24,2019-03-23 17:59:24,3,0,0,0.7216981132075472,1.0,0,6480,12.3,2.5,84.5,400,5,0.01,0.11,0.0
8,0,0,44,1,9,9,2019-03-23 20:40:22,2019-03-23 20:40:22,4,0,0,0.7223529411764706,2.0,0,6480,12.3,2.5,84.5,400,5,0.01,0.11,0.0
8,0,0,61,2,9,9,2019-03-23 20:46:17,2019-03-23 20:47:58,4,0,0,0.7230046948356808,2.0,0,6461,12.3,2.5,84.4,399,5,0.01,0.11,0.0280555555555555
8,0,0,85,1,9,9,2019-03-23 20:49:21,2019-03-23 20:49:21,4,0,0,0.7236533957845434,2.0,0,6462,12.3,2.5,84.7,399,5,0.01,0.11,0.0
8,0,0,5,1,9,9,2019-03-23 20:53:48,2019-03-23 20:53:48,4,0,0,0.7242990654205608,1.0,0,6457,12.3,2.5,84.7,399,5,0.01,0.11,0.0
8,0,0,18,5,9,9,2019-03-23 20:54:25,2019-03-23 20:54:25,4,0,0,0.7249417249417249,1.0,0,6457,12.3,2.5,84.7,399,5,0.01,0.11,0.0
8,0,0,61,9,9,9,2019-03-23 21:19:29,2019-03-23 21:19:29,4,0,0,0.7255813953488373,1.0,0,6456,12.3,2.5,84.6,399,5,0.01,0.11,0.0
2,1,0,1590,30,9,9,2019-03-24 01:49:41,2019-03-24 01:49:41,1,0,0,0.7238979118329467,3.0,0,6149,11.7,2.4,79.7,394,3,0.01,0.07,0.0
8,0,0,7,10,9,9,2019-03-24 10:40:00,2019-03-24 10:40:00,2,0,0,0.724537037037037,2.0,0,6149,11.7,2.4,79.7,394,3,0.01,0.07,0.0
8,0,0,26,4,9,9,2019-03-24 10:53:25,2019-03-24 10:53:25,2,0,0,0.7251732101616628,1.0,0,6148,11.7,2.4,79.6,394,3,0.01,0.07,0.0
8,0,0,15,3,9,9,2019-03-24 11:13:43,2019-03-24 11:13:43,2,0,0,0.7258064516129032,1.0,0,6147,11.7,2.4,79.6,394,3,0.01,0.07,0.0
8,0,0,104,4,9,9,2019-03-24 11:38:42,2019-03-24 11:38:42,2,0,0,0.7264367816091954,2.0,0,5991,11.7,2.4,79.6,394,3,0.01,0.07,0.0
8,0,0,13,4,9,9,2019-03-24 11:40:39,2019-03-24 11:40:39,2,0,0,0.7270642201834863,1.0,0,5991,11.7,2.4,79.6,394,3,0.01,0.07,0.0
2,1,0,17,8,9,9,2019-03-24 19:02:28,2019-03-24 19:02:28,4,0,0,0.7254004576659039,1.0,0,5991,11.7,2.4,79.6,394,3,0.01,0.07,0.0
2,1,0,4,2,9,9,2019-03-24 19:02:44,2019-03-24 19:02:44,4,0,0,0.7237442922374429,1.0,0,5989,11.7,2.4,79.6,394,3,0.01,0.07,0.0
3,0,1,14,9,9,9,2019-03-24 19:13:07,2019-03-24 19:13:07,4,0,0,0.7243735763097949,2.0,0,5989,11.7,2.4,79.6,394,3,0.01,0.07,0.0
6,0,0,3,1,9,9,2019-03-24 19:19:53,2019-03-24 19:19:53,4,0,0,0.725,1.0,0,5989,11.7,2.4,79.6,394,3,0.01,0.07,0.0
1,0,0,4,1,9,9,2019-03-24 19:25:10,2019-03-24 19:25:10,4,0,0,0.7256235827664399,1.0,0,5989,11.7,2.4,79.6,394,3,0.01,0.07,0.0
8,0,0,10,2,9,9,2019-03-24 19:36:30,2019-03-24 19:36:30,4,0,0,0.7262443438914027,1.0,0,5985,11.7,2.4,79.6,394,3,0.01,0.07,0.0
8,0,0,770,11,9,9,2019-03-25 00:58:34,2019-03-25 00:58:34,1,0,0,0.72686230248307,2.0,0,6234,12.2,2.5,83.8,397,4,0.01,0.09,0.0
3,0,1,32,2,9,9,2019-03-25 06:04:17,2019-03-25 06:04:17,2,0,0,0.7274774774774775,1.0,0,6238,12.2,2.5,83.9,397,4,0.01,0.09,0.0
2,1,0,145,5,9,9,2019-03-25 12:22:39,2019-03-25 12:22:39,3,0,0,0.7258426966292135,2.0,0,6223,12.2,2.5,84.0,396,4,0.01,0.09,0.0
8,0,0,6,1,9,9,2019-03-25 13:20:19,2019-03-25 13:20:19,3,0,0,0.726457399103139,1.0,0,6226,12.2,2.5,84.1,396,4,0.01,0.09,0.0
8,0,0,36,1,9,9,2019-03-25 14:20:48,2019-03-25 14:20:48,3,0,0,0.727069351230425,2.0,0,6237,12.3,2.5,84.3,396,4,0.01,0.09,0.0
8,0,0,140,6,9,9,2019-03-25 14:20:57,2019-03-25 14:20:57,3,0,0,0.7276785714285714,2.0,0,6217,12.2,2.5,83.8,396,4,0.01,0.09,0.0
3,0,1,181,6,9,9,2019-03-25 16:27:53,2019-03-25 16:27:53,3,0,0,0.7282850779510022,2.0,0,6213,12.2,2.5,84.0,395,4,0.01,0.09,0.0
2,1,0,9,1,9,9,2019-03-25 16:34:38,2019-03-25 16:34:38,3,0,0,0.7266666666666667,1.0,0,6217,12.2,2.5,84.0,395,4,0.01,0.09,0.0
2,1,0,69,1,9,9,2019-03-25 16:58:30,2019-03-25 16:58:30,3,0,0,0.7250554323725056,2.0,0,6228,12.3,2.5,83.9,395,4,0.01,0.09,0.0
3,0,1,92,6,9,9,2019-03-25 17:17:10,2019-03-25 17:17:10,3,0,0,0.7256637168141593,1.0,0,6215,12.3,2.5,84.3,393,4,0.01,0.09,0.0
